customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score
1409,138,13,8970.74,2,4,4,244
1410,170,12,7485.009999999999,1,3,3,133
1411,4,7,4015.91,4,1,1,411
1412,44,14,9680.029999999999,3,4,4,344
1413,24,7,4397.75,4,1,2,412
1414,59,8,12541.51,3,2,4,324
1415,319,13,5610.19,1,4,2,142
1416,201,11,7599.88,1,3,3,133
1417,75,13,8476.58,3,4,4,344
1418,319,7,2877.79,1,1,1,111
1419,59,11,7005.33,3,3,3,333
1420,42,11,8663.95,3,3,4,334
1421,535,6,4577.99,1,1,2,112
1422,10,13,5432.0599999999995,4,4,2,442
1423,261,7,3002.98,1,1,1,111
1424,12,19,8886.68,4,4,4,444
1425,96,10,9881.28,2,2,4,224
1426,40,12,8438.27,3,3,4,334
1427,482,6,4501.84,1,1,2,112
1428,329,5,2164.56,1,1,1,111
1429,257,11,3658.14,1,3,1,131
1430,13,12,6896.18,4,3,3,433
1431,381,8,6716.86,1,2,3,123
1432,312,6,1314.19,1,1,1,111
1433,16,8,6148.959999999999,4,2,3,423
1434,189,21,19492.72,1,4,4,144
1435,66,5,3687.06,3,1,1,311
1436,31,7,2174.3199999999997,4,1,1,411
1437,35,14,7283.97,3,4,3,343
1438,68,11,8618.22,3,3,4,334
1439,39,11,3682.56,3,3,1,331
1440,11,14,8793.029999999999,4,4,4,444
1441,418,7,3796.42,1,1,1,111
1442,71,9,9626.35,3,2,4,324
1443,91,13,11280.14,2,4,4,244
1444,13,10,9444.23,4,2,4,424
1445,200,10,5786.03,1,2,2,122
1446,378,8,4443.74,1,2,2,122
1447,49,11,4542.84,3,3,2,332
1448,93,12,5926.24,2,3,2,232
1449,73,11,5410.5,3,3,2,332
1450,12,10,5299.15,4,2,2,422
1451,160,10,8022.55,1,2,3,123
1452,38,12,12018.34,3,3,4,334
1453,78,12,6073.8099999999995,2,3,3,233
1454,68,14,3929.15,3,4,1,341
1455,2,12,9067.65,4,3,4,434
1456,57,10,7874.5,3,2,3,323
1457,21,9,7084.11,4,2,3,423
1458,88,14,9873.55,2,4,4,244
1459,335,6,3736.18,1,1,1,111
1460,83,15,8423.72,2,4,4,244
1461,205,9,4980.39,1,2,2,122
1462,88,7,7019.04,2,1,3,213
1463,176,5,743.96,1,1,1,111
1464,63,15,7612.94,3,4,3,343
1465,42,10,9030.529999999999,3,2,4,324
1466,167,9,6176.74,1,2,3,123
1467,127,11,6554.07,2,3,3,233
1468,258,9,7602.469999999999,1,2,3,123
1469,23,8,5677.42,4,2,2,422
1470,61,6,2943.0299999999997,3,1,1,311
1471,110,14,7763.58,2,4,3,243
1472,1,11,6809.93,4,3,3,433
1473,83,14,11845.11,2,4,4,244
1474,11,11,12183.79,4,3,4,434
1475,21,5,3247.61,4,1,1,411
1476,45,12,4056.83,3,3,1,331
1477,104,8,5312.45,2,2,2,222
1478,342,6,3222.58,1,1,1,111
1479,138,9,4589.18,2,2,2,222
1480,38,10,4679.43,3,2,2,322
1481,13,10,6531.99,4,2,3,423
1482,13,8,4784.42,4,2,2,422
1483,23,11,6711.860000000001,4,3,3,433
1484,122,16,15356.39,2,4,4,244
1485,55,9,17672.69,3,2,4,324
1486,80,14,8242.71,2,4,4,244
1487,266,8,3138.66,1,2,1,121
1488,382,10,6556.12,1,2,3,123
1489,24,6,3663.19,4,1,1,411
1490,82,10,7265.49,2,2,3,223
1491,206,6,1138.96,1,1,1,111
1492,324,12,6225.28,1,3,3,133
1493,98,13,7426.56,2,4,3,243
1494,3,11,11393.89,4,3,4,434
1495,19,11,7509.71,4,3,3,433
1496,40,8,3338.48,3,2,1,321
1497,262,8,6445.27,1,2,3,123
1498,9,4,5052.94,4,1,2,412
1499,152,10,4631.97,2,2,2,222
1500,31,9,6915.13,4,2,3,423
1501,22,9,4939.67,4,2,2,422
1502,23,11,12529.289999999999,4,3,4,434
1503,15,11,9094.03,4,3,4,434
1504,111,9,7262.02,2,2,3,223
1505,284,7,3906.0,1,1,1,111
1506,133,9,8727.18,2,2,4,224
1507,259,10,7388.3,1,2,3,123
1508,185,11,6522.71,1,3,3,133
1509,223,8,4379.19,1,2,2,122
1510,68,8,3013.22,3,2,1,321
1511,5,9,7639.3099999999995,4,2,3,423
1512,150,11,2964.55,2,3,1,231
1513,61,8,9083.91,3,2,4,324
1514,57,8,4855.8099999999995,3,2,2,322
1515,14,10,5292.07,4,2,2,422
1516,56,8,3904.77,3,2,1,321
1517,97,9,6777.68,2,2,3,223
1518,54,9,6884.37,3,2,3,323
1519,21,10,11366.52,4,2,4,424
1520,19,8,4781.3099999999995,4,2,2,422
1521,51,6,4006.99,3,1,1,311
1522,208,11,6467.33,1,3,3,133
1523,72,9,5167.84,3,2,2,322
1524,32,9,6640.4,4,2,3,423
1525,3,12,10192.1,4,3,4,434
1526,44,6,5019.07,3,1,2,312
1527,95,8,2357.03,2,2,1,221
1528,10,8,6462.66,4,2,3,423
1529,13,11,9807.32,4,3,4,434
1530,2,7,3119.63,4,1,1,411
1531,13,11,11568.91,4,3,4,434
1532,410,3,1876.07,1,1,1,111
1533,205,12,6381.38,1,3,3,133
1534,32,12,5932.4400000000005,4,3,2,432
1535,127,9,9340.98,2,2,4,224
1536,144,14,10780.4,2,4,4,244
1537,52,14,13088.99,3,4,4,344
1538,4,12,8021.59,4,3,3,433
1539,97,11,5927.48,2,3,2,232
1540,165,9,6298.9400000000005,1,2,3,123
1541,5,10,10279.09,4,2,4,424
1542,15,6,3450.05,4,1,1,411
1543,132,10,7599.38,2,2,3,223
1544,411,6,3898.69,1,1,1,111
1545,30,18,9468.06,4,4,4,444
1546,142,7,2048.61,2,1,1,211
1547,38,9,8994.89,3,2,4,324
1548,33,8,3703.46,4,2,1,421
1549,60,12,6236.46,3,3,3,333
1550,143,9,2288.9,2,2,1,221
1551,9,13,9445.42,4,4,4,444
1552,51,9,2841.97,3,2,1,321
1553,21,16,8562.289999999999,4,4,4,444
1554,79,10,7447.490000000001,2,2,3,223
1555,61,10,3122.8199999999997,3,2,1,321
1556,61,13,8381.0,3,4,4,344
1557,19,5,2270.43,4,1,1,411
1558,144,10,4723.88,2,2,2,222
1559,23,15,7090.49,4,4,3,443
1560,355,7,5197.04,1,1,2,112
1561,127,6,4908.09,2,1,2,212
1562,60,9,5298.54,3,2,2,322
1563,96,9,5530.02,2,2,2,222
1564,86,12,9702.38,2,3,4,234
1565,35,16,10240.93,3,4,4,344
1566,181,7,5783.0599999999995,1,1,2,112
1567,45,8,10333.57,3,2,4,324
1568,162,8,5228.11,1,2,2,122
1569,136,6,11105.66,2,1,4,214
1570,49,9,5502.99,3,2,2,322
1571,10,12,13846.43,4,3,4,434
1572,10,11,8787.26,4,3,4,434
1573,139,10,2697.0099999999998,2,2,1,221
1574,31,7,5877.75,4,1,2,412
1575,16,13,6167.179999999999,4,4,3,443
1576,78,8,5010.44,2,2,2,222
1577,219,9,7449.950000000001,1,2,3,123
1578,93,7,3247.82,2,1,1,211
1579,458,4,1801.08,1,1,1,111
1580,96,9,4097.03,2,2,1,221
1581,42,7,3787.66,3,1,1,311
1582,202,7,5755.3099999999995,1,1,2,112
1583,5,9,7518.26,4,2,3,423
1584,38,12,6353.0599999999995,3,3,3,333
1585,76,8,3041.5,3,2,1,321
1586,249,9,5865.39,1,2,2,122
1587,13,17,18487.97,4,4,4,444
1588,401,5,5939.17,1,1,2,112
1589,69,8,2655.33,3,2,1,321
1590,21,10,6903.87,4,2,3,423
1591,94,11,5172.76,2,3,2,232
1592,162,7,9508.69,1,1,4,114
1593,44,9,4114.99,3,2,1,321
1594,5,5,3168.0099999999998,4,1,1,411
1595,172,9,7140.639999999999,1,2,3,123
1596,6,15,8681.2,4,4,4,444
1597,4,14,12151.7,4,4,4,444
1598,222,12,8972.52,1,3,4,134
1599,7,12,5046.66,4,3,2,432
1600,36,12,10920.73,3,3,4,334
1601,14,13,8236.35,4,4,3,443
1602,10,12,5746.88,4,3,2,432
1603,32,10,5784.0,4,2,2,422
1604,356,5,3977.18,1,1,1,111
1605,73,17,8977.1,3,4,4,344
1606,61,11,7642.57,3,3,3,333
1607,136,6,2877.0,2,1,1,211
1608,75,11,4870.91,3,3,2,332
1609,96,15,12394.460000000001,2,4,4,244
1610,38,6,3122.09,3,1,1,311
1611,86,6,7567.34,2,1,3,213
1612,140,7,1102.33,2,1,1,211
1613,4,11,13904.52,4,3,4,434
1614,138,9,9197.94,2,2,4,224
1615,90,16,14080.04,2,4,4,244
1616,84,10,6759.77,2,2,3,223
1617,73,15,15589.25,3,4,4,344
1618,51,3,1350.3,3,1,1,311
1619,21,10,7701.37,4,2,3,423
1620,110,13,6787.6900000000005,2,4,3,243
1621,71,7,3420.7599999999998,3,1,1,311
1622,11,17,8591.7,4,4,4,444
1623,33,13,10253.18,4,4,4,444
1624,28,10,6146.91,4,2,3,423
1625,229,8,11140.16,1,2,4,124
1626,149,10,5292.54,2,2,2,222
1627,101,11,7578.129999999999,2,3,3,233
1628,153,17,10262.99,1,4,4,144
1629,262,11,7046.94,1,3,3,133
1630,9,8,8274.4,4,2,4,424
1631,14,17,7688.4400000000005,4,4,3,443
1632,229,7,4656.7699999999995,1,1,2,112
1633,36,10,4474.83,3,2,2,322
1634,173,4,2484.93,1,1,1,111
1635,101,6,4287.01,2,1,1,211
1636,13,11,9911.85,4,3,4,434
1637,17,13,11594.35,4,4,4,444
1638,392,7,7496.05,1,1,3,113
1639,73,14,6017.59,3,4,2,342
1640,52,10,7811.43,3,2,3,323
1641,121,9,5536.4,2,2,2,222
1642,53,18,9291.8,3,4,4,344
1643,48,14,7646.29,3,4,3,343
1644,73,9,3550.18,3,2,1,321
1645,112,8,2161.44,2,2,1,221
1646,65,13,4417.17,3,4,2,342
1647,32,9,6621.18,4,2,3,423
1648,32,11,7592.629999999999,4,3,3,433
1649,190,6,3622.2,1,1,1,111
1650,82,14,9123.19,2,4,4,244
1651,104,10,6781.8,2,2,3,223
1652,79,6,5279.280000000001,2,1,2,212
1653,169,9,4997.35,1,2,2,122
1654,98,8,6542.22,2,2,3,223
1655,72,12,6518.91,3,3,3,333
1656,80,12,7762.76,2,3,3,233
1657,128,5,4475.17,2,1,2,212
1658,194,9,11134.25,1,2,4,124
1659,31,12,4247.68,4,3,1,431
1660,160,13,8174.51,1,4,3,143
1661,58,5,4831.63,3,1,2,312
1662,48,10,9448.9,3,2,4,324
1663,43,11,10372.75,3,3,4,334
1664,25,10,7368.06,4,2,3,423
1665,302,7,2756.5499999999997,1,1,1,111
1666,19,13,8282.09,4,4,4,444
1667,80,13,4803.32,2,4,2,242
1668,105,14,5789.21,2,4,2,242
1669,71,8,6311.41,3,2,3,323
1670,69,8,9789.28,3,2,4,324
1671,7,10,11636.27,4,2,4,424
1672,228,13,5405.86,1,4,2,142
1673,316,15,6078.07,1,4,3,143
1674,17,9,6735.04,4,2,3,423
1675,80,12,10593.109999999999,2,3,4,234
1676,25,4,1717.46,4,1,1,411
1677,73,11,6951.66,3,3,3,333
1678,41,11,5400.82,3,3,2,332
1679,65,10,8847.1,3,2,4,324
1680,153,11,4255.15,1,3,1,131
1681,90,12,7710.25,2,3,3,233
1682,212,12,4979.59,1,3,2,132
1683,51,13,7011.69,3,4,3,343
1684,98,9,6024.73,2,2,2,222
1685,69,7,5668.56,3,1,2,312
1686,8,6,3824.02,4,1,1,411
1687,285,7,4565.32,1,1,2,112
1688,59,5,3623.49,3,1,1,311
1689,191,12,10574.42,1,3,4,134
1690,89,15,7979.07,2,4,3,243
1691,178,10,4264.15,1,2,1,121
1692,2,9,3795.56,4,2,1,421
1693,76,8,4446.71,3,2,2,322
1694,355,5,1602.52,1,1,1,111
1695,68,10,6484.46,3,2,3,323
1696,54,9,4883.32,3,2,2,322
1697,389,8,8215.14,1,2,3,123
1698,80,11,9228.35,2,3,4,234
1699,152,12,6116.719999999999,2,3,3,233
1700,12,11,8329.74,4,3,4,434
1701,61,9,4712.44,3,2,2,322
1702,10,7,3173.15,4,1,1,411
1703,10,12,12765.310000000001,4,3,4,434
1704,36,10,6371.12,3,2,3,323
1705,53,14,3108.5,3,4,1,341
1706,136,14,5044.860000000001,2,4,2,242
1707,98,13,9193.01,2,4,4,244
1708,38,18,10594.24,3,4,4,344
1709,232,6,2295.76,1,1,1,111
1710,130,12,9565.34,2,3,4,234
1711,36,10,9519.55,3,2,4,324
1712,13,12,5333.0599999999995,4,3,2,432
1713,351,8,2301.87,1,2,1,121
1714,1,12,10155.36,4,3,4,434
1715,135,6,3152.28,2,1,1,211
1716,93,9,6165.73,2,2,3,223
1717,47,12,5486.18,3,3,2,332
1718,370,7,7023.7,1,1,3,113
1719,19,18,7009.1900000000005,4,4,3,443
1720,114,8,6069.070000000001,2,2,3,223
1721,57,11,7517.419999999999,3,3,3,333
1722,18,11,5754.61,4,3,2,432
1723,28,12,8884.33,4,3,4,434
1724,183,20,17612.22,1,4,4,144
1725,132,8,6993.92,2,2,3,223
1726,252,14,9847.13,1,4,4,144
1727,7,12,9595.18,4,3,4,434
1728,49,12,11614.38,3,3,4,334
1729,70,18,7376.39,3,4,3,343
1730,40,9,3513.5699999999997,3,2,1,321
1731,237,9,5897.63,1,2,2,122
1732,7,12,8240.35,4,3,4,434
1733,20,9,4976.65,4,2,2,422
1734,424,7,2521.88,1,1,1,111
1735,30,12,12995.64,4,3,4,434
1736,10,10,6810.73,4,2,3,423
1737,57,11,3846.55,3,3,1,331
1738,122,9,4714.03,2,2,2,222
1739,4,14,8156.11,4,4,3,443
1740,219,12,4081.26,1,3,1,131
1741,51,13,7795.95,3,4,3,343
1742,136,8,6267.3099999999995,2,2,3,223
1743,18,12,5425.51,4,3,2,432
1744,44,9,5738.67,3,2,2,322
1745,278,16,10308.880000000001,1,4,4,144
1746,510,7,10553.58,1,1,4,114
1747,116,7,6648.91,2,1,3,213
1748,137,17,15604.5,2,4,4,244
1749,272,4,2688.35,1,1,1,111
1750,409,8,7309.41,1,2,3,123
1751,102,8,6164.389999999999,2,2,3,223
1752,31,9,5758.75,4,2,2,422
1753,283,7,4565.73,1,1,2,112
1754,69,13,3553.1800000000003,3,4,1,341
1755,41,8,6155.68,3,2,3,323
1756,93,11,6384.01,2,3,3,233
1757,185,11,10044.029999999999,1,3,4,134
1758,4,6,5125.35,4,1,2,412
1759,103,7,3999.1299999999997,2,1,1,211
1760,48,11,5423.67,3,3,2,332
1761,51,15,8341.8,3,4,4,344
1762,40,12,6496.35,3,3,3,333
1763,73,13,7568.96,3,4,3,343
1764,79,9,6346.8,2,2,3,223
1765,82,9,6025.71,2,2,3,223
1766,85,11,8004.23,2,3,3,233
1767,69,10,6546.92,3,2,3,323
1768,61,9,6811.7,3,2,3,323
1769,120,7,8608.49,2,1,4,214
1770,43,8,3292.1899999999996,3,2,1,321
1771,39,11,5021.21,3,3,2,332
1772,187,9,7452.21,1,2,3,123
1773,105,5,4089.01,2,1,1,211
1774,54,11,1867.2400000000002,3,3,1,331
1775,113,6,3031.14,2,1,1,211
1776,107,12,7494.51,2,3,3,233
1777,221,10,5232.3099999999995,1,2,2,122
1778,166,9,8408.56,1,2,4,124
1779,210,8,6878.2699999999995,1,2,3,123
1780,53,5,2020.5,3,1,1,311
1781,9,7,4062.39,4,1,1,411
1782,61,6,3486.62,3,1,1,311
1783,87,15,11614.32,2,4,4,244
1784,96,11,6398.93,2,3,3,233
1785,87,5,9278.93,2,1,4,214
1786,249,10,3223.38,1,2,1,121
1787,99,10,9575.36,2,2,4,224
1788,42,14,5597.3099999999995,3,4,2,342
1789,70,10,6641.0599999999995,3,2,3,323
1790,351,7,4401.35,1,1,2,112
1791,64,7,9064.26,3,1,4,314
1792,35,10,7683.2,3,2,3,323
1793,23,8,4412.13,4,2,2,422
1794,35,7,2986.07,3,1,1,311
1795,3,13,10544.31,4,4,4,444
1796,32,10,6152.57,4,2,3,423
1797,107,12,4310.87,2,3,2,232
1798,29,12,9063.26,4,3,4,434
1799,132,10,13064.57,2,2,4,224
1800,44,12,5878.05,3,3,2,332
1801,254,7,5505.08,1,1,2,112
1802,145,12,10447.36,2,3,4,234
1803,50,13,7403.7699999999995,3,4,3,343
1804,249,6,2187.02,1,1,1,111
1805,219,8,4170.53,1,2,1,121
1806,12,14,10330.91,4,4,4,444
1807,84,12,7675.4,2,3,3,233
1808,385,3,1148.18,1,1,1,111
1809,55,15,7240.66,3,4,3,343
1810,28,11,6748.3,4,3,3,433
1811,131,7,3576.42,2,1,1,211
1812,149,10,5552.28,2,2,2,222
1813,4,11,8071.04,4,3,3,433
1814,106,13,12050.56,2,4,4,244
1815,4,13,11937.09,4,4,4,444
1816,27,8,3811.08,4,2,1,421
1817,44,13,7474.04,3,4,3,343
1818,132,8,5073.8099999999995,2,2,2,222
1819,132,8,4457.75,2,2,2,222
1820,36,8,2826.1699999999996,3,2,1,321
1821,178,10,10248.69,1,2,4,124
1822,2,11,5164.01,4,3,2,432
1823,63,10,3714.04,3,2,1,321
1824,194,12,5777.58,1,3,2,132
1825,23,13,11862.81,4,4,4,444
1826,251,12,7340.47,1,3,3,133
1827,55,6,1397.07,3,1,1,311
1828,285,4,1164.72,1,1,1,111
1829,285,10,5727.02,1,2,2,122
1830,127,9,6564.03,2,2,3,223
1831,2,9,6485.5599999999995,4,2,3,423
1832,109,6,2200.16,2,1,1,211
1833,197,14,6713.51,1,4,3,143
1834,46,9,4332.919999999999,3,2,2,322
1835,53,11,9203.05,3,3,4,334
1836,33,16,7495.43,4,4,3,443
1837,13,11,7236.61,4,3,3,433
1838,8,10,4328.610000000001,4,2,2,422
1839,31,11,5870.7,4,3,2,432
1840,16,8,5257.4,4,2,2,422
1841,583,6,3969.89,1,1,1,111
1842,7,6,3282.6499999999996,4,1,1,411
1843,20,12,8143.5,4,3,3,433
1844,186,3,2517.56,1,1,1,111
1845,132,3,1885.04,2,1,1,211
1846,14,13,5006.31,4,4,2,442
1847,136,11,6683.13,2,3,3,233
1848,86,9,4239.92,2,2,1,221
1849,130,7,4663.450000000001,2,1,2,212
1850,331,8,7668.400000000001,1,2,3,123
1851,147,12,5357.65,2,3,2,232
1852,134,6,6187.23,2,1,3,213
1853,123,9,3262.52,2,2,1,221
1854,92,14,7820.21,2,4,3,243
1855,77,8,4542.530000000001,2,2,2,222
1856,90,11,7504.49,2,3,3,233
1857,20,12,7944.09,4,3,3,433
1858,132,10,4896.88,2,3,2,232
1859,54,10,9237.83,3,3,4,334
1860,125,7,6802.42,2,1,3,213
1861,61,8,6136.72,3,2,3,323
1862,102,10,6994.55,2,3,3,233
1863,106,6,3172.08,2,1,1,211
1864,136,12,9462.41,2,3,4,234
1865,18,14,10058.39,4,4,4,444
1866,33,12,8270.47,4,3,4,434
1867,120,13,6552.67,2,4,3,243
1868,34,9,3983.0,3,2,1,321
1869,112,8,4398.0199999999995,2,2,2,222
1870,216,13,13521.7,1,4,4,144
1871,2,13,7188.16,4,4,3,443
1872,1,15,9012.22,4,4,4,444
1873,97,12,8029.4,2,3,3,233
1874,39,16,7485.76,3,4,3,343
1875,152,11,6241.639999999999,2,3,3,233
1876,260,7,3715.7999999999997,1,1,1,111
1877,23,10,6346.38,4,3,3,433
1878,30,9,5634.02,4,2,2,422
1879,71,13,7116.32,3,4,3,343
1880,155,13,7636.46,1,4,3,143
1881,220,13,11116.65,1,4,4,144
1882,82,13,7770.58,2,4,3,243
1883,34,10,7590.97,3,3,3,333
1884,90,9,3676.03,2,2,1,221
1885,34,16,7240.92,3,4,3,343
1886,163,8,3317.02,1,2,1,121
1887,23,17,10179.15,4,4,4,444
1888,194,8,5227.09,1,2,2,122
1889,73,15,8236.39,3,4,3,343
1890,287,11,6113.3,1,3,3,133
1891,68,9,11327.99,3,2,4,324
1892,129,3,3105.45,2,1,1,211
1893,473,7,3217.26,1,1,1,111
1894,64,11,9739.5,3,3,4,334
1895,42,5,592.1,3,1,1,311
1896,59,8,3836.92,3,2,1,321
1897,401,10,11017.939999999999,1,3,4,134
1898,41,12,8436.220000000001,3,3,4,334
1899,103,10,11132.25,2,3,4,234
1900,62,7,5456.52,3,1,2,312
1901,10,11,6990.03,4,3,3,433
1902,142,11,8680.32,2,3,4,234
1903,170,10,4192.0,1,3,1,131
1904,33,12,5343.03,4,3,2,432
1905,9,9,4394.1,4,2,2,422
1906,52,7,3804.09,3,1,1,311
1907,13,13,4077.2,4,4,1,441
1908,127,11,3516.82,2,3,1,231
1909,93,7,3434.96,2,1,1,211
1910,254,7,3128.84,1,1,1,111
1911,2,12,7921.139999999999,4,3,3,433
1912,86,6,5690.01,2,1,2,212
1913,33,15,12294.21,4,4,4,444
1914,80,12,12205.62,2,3,4,234
1915,264,10,4492.88,1,3,2,132
1916,496,4,1543.1399999999999,1,1,1,111
1917,122,9,3910.1299999999997,2,2,1,221
1918,77,8,2643.7999999999997,2,2,1,221
1919,84,10,4388.24,2,3,2,232
1920,36,13,7387.88,3,4,3,343
1921,189,11,4815.69,1,3,2,132
1922,246,9,4030.37,1,2,1,121
1923,87,7,6005.37,2,1,2,212
1924,28,8,6112.63,4,2,3,423
1925,347,7,4177.889999999999,1,1,1,111
1926,125,8,7706.179999999999,2,2,3,223
1927,187,9,4412.76,1,2,2,122
1928,85,10,7598.77,2,3,3,233
1929,139,9,4216.54,2,2,1,221
1930,198,10,9697.48,1,3,4,134
1931,39,9,3366.68,3,2,1,321
1932,2,13,11893.37,4,4,4,444
1933,213,9,2789.55,1,2,1,121
1934,5,14,6313.57,4,4,3,443
1935,9,11,6966.9400000000005,4,3,3,433
1936,2,9,4747.98,4,2,2,422
1937,14,13,10294.38,4,4,4,444
1938,23,8,3882.19,4,2,1,421
1939,82,11,4590.71,2,3,2,232
1940,477,13,11166.81,1,4,4,144
1941,133,14,9862.949999999999,2,4,4,244
1942,37,11,6165.69,3,3,3,333
1943,14,8,5660.51,4,2,2,422
1944,10,19,12005.94,4,4,4,444
1945,98,10,4366.19,2,3,2,232
1946,114,11,2767.9700000000003,2,3,1,231
1947,342,8,3037.74,1,2,1,121
1948,30,4,2506.65,4,1,1,411
1949,143,11,8386.76,2,3,4,234
1950,44,8,3226.89,3,2,1,321
1951,32,2,1048.18,4,1,1,411
1952,160,18,13105.75,1,4,4,144
1953,108,9,4743.39,2,2,2,222
1954,72,11,4859.81,3,3,2,332
1955,126,9,8935.48,2,2,4,224
1956,104,11,9116.81,2,3,4,234
1957,122,7,3448.87,2,1,1,211
1958,205,4,1791.5900000000001,1,1,1,111
1959,84,13,5748.549999999999,2,4,2,242
1960,63,7,4793.889999999999,3,1,2,312
1961,95,12,5450.0,2,3,2,232
1962,29,13,7428.71,4,4,3,443
1963,230,10,6284.67,1,3,3,133
1964,219,13,14139.9,1,4,4,144
1965,59,6,3501.97,3,1,1,311
1966,43,12,12132.74,3,3,4,334
1967,139,9,4367.7699999999995,2,2,2,222
1968,308,6,4640.83,1,1,2,112
1969,29,9,4005.26,4,2,1,421
1970,24,10,5522.04,4,3,2,432
1971,392,6,2694.63,1,1,1,111
1972,30,10,6370.88,4,3,3,433
1973,185,15,9270.79,1,4,4,144
1974,435,10,3903.76,1,3,1,131
1975,101,8,4171.48,2,2,1,221
1976,205,9,3213.13,1,2,1,121
1977,357,8,6837.42,1,2,3,123
1978,92,6,4486.219999999999,2,1,2,212
1979,61,6,3249.35,3,1,1,311
1980,30,5,9200.880000000001,4,1,4,414
1981,62,4,1492.71,3,1,1,311
1982,81,14,11781.82,2,4,4,244
1983,59,16,8377.16,3,4,4,344
1984,47,8,7481.66,3,2,3,323
1985,216,8,3772.6000000000004,1,2,1,121
1986,31,17,11183.42,4,4,4,444
1987,134,8,5976.68,2,2,2,222
1988,81,14,11903.69,2,4,4,244
1989,82,10,3765.68,2,3,1,231
1990,41,11,7072.42,3,3,3,333
1991,81,8,6603.38,2,2,3,223
1992,21,13,5919.76,4,4,2,442
1993,61,13,10638.8,3,4,4,344
1994,55,14,11041.66,3,4,4,344
1995,57,12,8632.6,3,3,4,334
1996,15,13,9851.8,4,4,4,444
1997,92,5,4046.52,2,1,1,211
1998,30,12,10633.099999999999,4,3,4,434
1999,49,10,5089.7,3,3,2,332
2000,202,9,4255.7,1,2,1,121
2001,52,10,6992.16,3,3,3,333
2002,164,14,11681.41,1,4,4,144
2003,90,16,9772.14,2,4,4,244
2004,108,7,8795.0,2,1,4,214
2005,35,12,3861.8199999999997,3,3,1,331
2006,155,10,4533.73,1,3,2,132
2007,146,3,1434.34,2,1,1,211
2008,122,7,3871.85,2,1,1,211
2009,25,15,14805.83,4,4,4,444
2010,38,6,4132.8099999999995,3,1,1,311
2011,463,2,970.46,1,1,1,111
2012,62,11,11648.52,3,3,4,334
2013,107,8,9186.21,2,2,4,224
2014,120,10,6543.12,2,3,3,233
2015,7,18,6434.29,4,4,3,443
2016,141,7,3888.09,2,1,1,211
2017,51,12,12323.45,3,3,4,334
2018,23,16,8244.75,4,4,4,444
2019,121,9,5082.4400000000005,2,2,2,222
2020,2,10,8804.12,4,3,4,434
2021,67,14,11316.55,3,4,4,344
2022,164,8,6015.98,1,2,2,122
2023,9,15,9258.01,4,4,4,444
2024,4,14,11511.83,4,4,4,444
2025,75,11,5791.57,3,3,2,332
2026,255,13,6377.98,1,4,3,143
2027,89,9,4886.84,2,2,2,222
2028,39,9,3765.75,3,2,1,321
2029,285,8,8416.75,1,2,4,124
2030,376,11,3936.87,1,3,1,131
2031,212,11,5936.1900000000005,1,3,2,132
2032,181,4,712.58,1,1,1,111
2033,93,8,3885.3199999999997,2,2,1,221
2034,158,9,7206.99,1,2,3,123
2035,19,10,7201.9,4,3,3,433
2036,76,10,9708.32,3,3,4,334
2037,11,5,2283.99,4,1,1,411
2038,107,13,8964.97,2,4,4,244
2039,140,12,7910.47,2,3,3,233
2040,22,13,7829.16,4,4,3,443
2041,167,11,5662.4,1,3,2,132
2042,45,7,4413.16,3,1,2,312
2043,137,7,5924.47,2,1,2,212
2044,13,12,4819.549999999999,4,3,2,432
2045,147,12,11473.65,2,3,4,234
2046,59,10,5463.87,3,3,2,332
2047,45,9,3526.28,3,2,1,321
2048,88,12,6530.4,2,3,3,233
2049,41,8,4591.69,3,2,2,322
2050,5,6,5067.3099999999995,4,1,2,412
2051,205,9,6015.09,1,2,2,122
2052,150,8,4656.02,2,2,2,222
2053,95,14,13974.3,2,4,4,244
2054,56,9,2682.6099999999997,3,2,1,321
2055,46,6,4846.7,3,1,2,312
2056,30,8,2679.42,4,2,1,421
2057,260,12,14010.77,1,3,4,134
2058,40,14,6176.21,3,4,3,343
2059,42,12,5093.37,3,3,2,332
2060,8,12,6072.73,4,3,3,433
2061,2,10,10890.02,4,3,4,434
2062,88,8,4366.36,2,2,2,222
2063,265,10,6401.19,1,3,3,133
2064,70,11,5757.83,3,3,2,332
2065,20,11,4476.41,4,3,2,432
2066,29,10,9896.85,4,3,4,434
2067,214,2,548.9300000000001,1,1,1,111
2068,75,9,12792.849999999999,3,2,4,324
2069,33,7,2407.98,4,1,1,411
2070,122,14,6899.49,2,4,3,243
2071,40,13,8461.06,3,4,4,344
2072,97,9,5169.780000000001,2,2,2,222
2073,66,8,3745.41,3,2,1,321
2074,50,15,9476.630000000001,3,4,4,344
2075,39,6,2874.21,3,1,1,311
2076,225,19,9986.61,1,4,4,144
2077,148,10,6048.27,2,3,3,233
2078,177,9,6751.0,1,2,3,123
2079,217,12,8125.73,1,3,3,133
2080,71,9,9865.76,3,2,4,324
2081,92,12,6969.04,2,3,3,233
2082,52,14,9755.369999999999,3,4,4,344
2083,39,10,10277.79,3,3,4,334
2084,16,10,11353.94,4,3,4,434
2085,82,7,6621.37,2,1,3,213
2086,10,16,9100.11,4,4,4,444
2087,30,13,6148.34,4,4,3,443
2088,26,7,5758.110000000001,4,1,2,412
